Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Beiró M.G., Panisson A., Tizzoni M., Cattuto C.","Predicting human mobility through the assimilation of social media traces into mobility models",2016,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992147641&doi=10.1140%2fepjds%2fs13688-016-0092-2&partnerID=40&md5=dfa122c1983854948200bdeea8fff828","Seventh Framework Programme","Final"
"Torresan S., Critto A., Rizzi J., Zabeo A., Furlan E., Marcomini A.","DESYCO: A decision support system for the regional risk assessment of climate change impacts in coastal zones",2016,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949571167&doi=10.1016%2fj.ocecoaman.2015.11.003&partnerID=40&md5=8a8e7827401b8f01d13ee31066ee587d","Seventh Framework Programme

United Nations Development Programme

Centro Euro-Mediterraneo sui Cambiamenti Climatici

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Giordano V., Ballal P., Lewis F., Turchiano B., Zhang J.B.","Supervisory control of mobile sensor networks: Math formulation, simulation, and implementation",2006,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746846905&doi=10.1109%2fTSMCB.2006.870647&partnerID=40&md5=f44c10fd155abe675d2d531c7f91467e","Division of Information and Intelligent Systems

Deutscher Akademischer Austauschdienst

Science and Engineering Research Council","Final"
"Ashouri A.H., Mariani G., Palermo G., Park E., Cavazos J., Silvano C.","COBAYN: Compiler autotuning framework using Bayesian networks",2016,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975506485&doi=10.1145%2f2928270&partnerID=40&md5=c5553fe697b3926f2f787b7a84d455b5","Horizon 2020 Framework Programme","Final"
"Behl M., Smarra F., Mangharam R.","DR-Advisor: A data-driven demand response recommender system",2016,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962314284&doi=10.1016%2fj.apenergy.2016.02.090&partnerID=40&md5=a71425b3712774af0eca560b0a772519","Defense Advanced Research Projects Agency

National Science Foundation

Microelectronics Advanced Research Corporation","Final"
"Jeliazkova N., Chomenidis C., Doganis P., Fadeel B., Grafström R., Hardy B., Hastings J., Hegi M., Jeliazkov V., Kochev N., Kohonen P., Munteanu C.R., Sarimveis H., Smeets B., Sopasakis P., Tsiliki G., Vorgrimmler D., Willighagen E.","The eNanoMapper database for nanomaterial safety information",2015,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947938601&doi=10.3762%2fbjnano.6.165&partnerID=40&md5=cac60ac9a4c3b3602cb55486ab23a7f4","Seventh Framework Programme","Final"
"Pillonetto G., Dinuzzo F., De Nicolao G.","Bayesian online multitask learning of gaussian processes",2010,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73849084587&doi=10.1109%2fTPAMI.2008.297&partnerID=40&md5=197af1222f4ad508b50512b5fa35fbec","Seventh Framework Programme","Final"
"Stöttinger J., Hanbury A., Sebe N., Gevers T.","Sparse color interest points for image retrieval and object categorization",2012,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860112203&doi=10.1109%2fTIP.2012.2186143&partnerID=40&md5=683c25ad98e960fcd68833e82226864c","Seventh Framework Programme

European Commission","Final"
"Guraliuc A.R., Barsocchi P., Potortì F., Nepa P.","Limb movements classification using wearable wireless transceivers",2011,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955648715&doi=10.1109%2fTITB.2011.2118763&partnerID=40&md5=bde6a2ebe4d2cc929d2d52ed3657fca2","Seventh Framework Programme

European Commission

Seventh Framework Programme","Final"
"Terenziani P., Snodgrass R.T.","Reconciling point-based and interval-based semantics in temporal relational databases: A treatment of the telic/atelic distinction",2004,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042552244&doi=10.1109%2fTKDE.2004.1277816&partnerID=40&md5=b01b3e41977c0987b1e49a2ff5ae1a60","National Science Foundation","Final"
"Koch C., Leone N., Pfeifer G.","Enhancing disjunctive logic programming systems by SAT checkers",2003,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242365718&doi=10.1016%2fS0004-3702%2803%2900078-X&partnerID=40&md5=48864d75645bf69f636105ef56926735","European Commission","Final"
"Ferroni P., Zanzotto F.M., Riondino S., Scarpato N., Guadagni F., Roselli M.","Breast cancer prognosis using a machine learning approach",2019,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064345907&doi=10.3390%2fcancers11030328&partnerID=40&md5=4c9b56730bc296c6b9be48ea5b39183f","European Social Fund","Final"
"Shafiq M., Yu X., Bashir A.K., Chaudhry H.N., Wang D.","A machine learning approach for feature selection traffic classification using security analysis",2018,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041239620&doi=10.1007%2fs11227-018-2263-3&partnerID=40&md5=1b11ef20fa9a0febefdcc92719b43c4d","National Natural Science Foundation of China","Final"
"Scutari G., Facchinei F., Lampariello L., Sardellitti S., Song P.","Parallel and Distributed Methods for Constrained Nonconvex Optimization-Part II: Applications in Communications and Machine Learning",2017,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015041190&doi=10.1109%2fTSP.2016.2637314&partnerID=40&md5=b089fb3d40e23ed619a3cff8aff23b1c","National Science Foundation

Office of Naval Research","Final"
"Capannini G., Lucchese C., Nardini F.M., Orlando S., Perego R., Tonellotto N.","Quality versus efficiency in document scoring with learning-to-rank models",2016,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991228123&doi=10.1016%2fj.ipm.2016.05.004&partnerID=40&md5=2f902eefb04a061b017fed766d82e75a","Horizon 2020 Framework Programme","Final"
"Delellis P., Polverino G., Ustuner G., Abaid N., Macrì S., Bollt E.M., Porfiri M.","Collective behaviour across animal species",2014,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892764560&doi=10.1038%2fsrep03723&partnerID=40&md5=282026db72fde68b164c7f8f978c2e0b","National Science Foundation","Final"
"Stojanova D., Ceci M., Malerba D., Dzeroski S.","Using PPI network autocorrelation in hierarchical multi-label classification trees for gene function prediction",2013,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884553372&doi=10.1186%2f1471-2105-14-285&partnerID=40&md5=5732ac5488d08a0b4365a48e4a1753cd","Seventh Framework Programme","Final"
"Bellazzi R., Siviero C., Stefanelli M., De Nicolao G.","Adaptive controllers for intelligent monitoring",1995,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029411992&doi=10.1016%2f0933-3657%2895%2900025-X&partnerID=40&md5=943ff10b17b7794b164ba2ac760e629f","European Commission","Final"
"Mannini A., Sabatini A.M.","Walking speed estimation using foot-mounted inertial sensors: Comparing machine learning and strap-down integration methods",2014,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907997558&doi=10.1016%2fj.medengphy.2014.07.022&partnerID=40&md5=316efcd2b372da6405f7330bb4beba83","European Commission

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Valentini G., Paccanaro A., Caniza H., Romero A.E., Re M.","An extensive analysis of disease-gene associations using network integration and fast kernel-based gene prioritization methods",2014,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902547630&doi=10.1016%2fj.artmed.2014.03.003&partnerID=40&md5=beae479e0c53b793428ba51591e52c8f","Seventh Framework Programme

Biotechnology and Biological Sciences Research Council

European Commission

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Marling C., Montani S., Bichindaritz I., Funk P.","Synergistic case-based reasoning in medical domains",2014,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885960318&doi=10.1016%2fj.eswa.2013.05.063&partnerID=40&md5=b60fb5253ac8cbc55fd9c7079ed41052","National Science Foundation

University of Washington

Agency for Health Care Policy and Research

Ministero dell’Istruzione, dell’Università e della Ricerca

Regione Piemonte","Final"
"Bayati M., Borgs C., Chayes J., Zecchina R.","Belief propagation for weighted b-matchings on arbitrary graphs and its relation to linear programs with integer solutions",2011,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960613860&doi=10.1137%2f090753115&partnerID=40&md5=381688ac36811acd3a08b944c9027d5d","Seventh Framework Programme","Final"
"De Momi E., Ferrigno G.","Robotic and artificial intelligence for keyhole neurosurgery: The Robocast project, a multi-modal autonomous path planner",2010,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952331731&doi=10.1243%2f09544119JEIM585&partnerID=40&md5=f8992088ab8b258f5cec24c99f04cebd","Seventh Framework Programme","Final"
"Fang C., Kimbrough S.O., Pace S., Valluri A., Zheng Z.","On adaptive emergence of trust behavior in the game of stag hunt",2002,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036407552&doi=10.1023%2fA%3a1020639132471&partnerID=40&md5=85f8f7f9ac7d1b41e2e60d6cc1eead27","National Science Foundation","Final"
"Peleg M., Shahar Y., Quaglini S., Broens T., Budasu R., Fung N., Fux A., García-Sáez G., Goldstein A., González-Ferrer A., Hermens H., Hernando M.E., Jones V., Klebanov G., Klimov D., Knoppel D., Larburu N., Marcos C., Martínez-Sarriegui I., Napolitano C., Pallàs À., Palomares A., Parimbelli E., Pons B., Rigla M., Sacchi L., Shalom E., Soffer P., van Schooten B.","Assessment of a personalized and distributed patient guidance system",2017,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014101921&doi=10.1016%2fj.ijmedinf.2017.02.010&partnerID=40&md5=cfc17aa5957cc1864f9f51aeaaff360b","Seventh Framework Programme","Final"
"Caschera F., Bedau M.A., Buchanan A., Cawse J., de Lucrezia D., Gazzola G., Hanczyc M.M., Packard N.H.","Coping with complexity: Machine learning optimization of cell-free protein synthesis",2011,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960464266&doi=10.1002%2fbit.23178&partnerID=40&md5=770164063218e8afc52d8c3d9062c3fa","Seventh Framework Programme","Final"
"Thuruthel T.G., Falotico E., Renda F., Laschi C.","Learning dynamic models for open loop predictive control of soft robotic manipulators",2017,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040645545&doi=10.1088%2f1748-3190%2faa839f&partnerID=40&md5=de67ad75a28b2eb1d108abbf0a58ae76","European Commission","Final"
"Ashouri A.H., Bignoli A., Palermo G., Silvano C., Kulkarni S., Cavazos J.","MiCOMP: Mitigating the compiler phase-ordering problem using optimization sub-sequences and machine learning",2017,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029531423&doi=10.1145%2f3124452&partnerID=40&md5=7e875964fb481e1813384b826aa9f3a2","Horizon 2020 Framework Programme","Final"
"Carminati M., Caron R., Maggi F., Epifani I., Zanero S.","BankSealer: A decision support system for online banking fraud analysis and investigation",2015,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940722662&doi=10.1016%2fj.cose.2015.04.002&partnerID=40&md5=d4f2b31172237d0b53f8ce0f20109877","Seventh Framework Programme","Final"
"Joseph R., Courbin F., Metcalf R.B., Giocoli C., Hartley P., Jackson N., Bellagamba F., Kneib J.-P., Koopmans L., Lemson G., Meneghetti M., Meylan G., Petkova M., Pires S.","A PCA-based automated finder for galaxy-scale strong lenses",2014,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902449759&doi=10.1051%2f0004-6361%2f201423365&partnerID=40&md5=0e54ab763ee7af0d7bca97f5b569ccde","Seventh Framework Programme

Science and Technology Facilities Council

Schweizerischer Nationalfonds zur F&#x00F6;rderung der Wissenschaftlichen Forschung","Final"
"Moreno-Martínez Á., Camps-Valls G., Kattge J., Robinson N., Reichstein M., van Bodegom P., Kramer K., Cornelissen J.H.C., Reich P., Bahn M., Niinemets Ü., Peñuelas J., Craine J.M., Cerabolini B.E.L., Minden V., Laughlin D.C., Sack L., Allred B., Baraloto C., Byun C., Soudzilovskaia N.A., Running S.W.","A methodology to derive global maps of leaf traits using remote sensing and climate data",2018,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053850209&doi=10.1016%2fj.rse.2018.09.006&partnerID=40&md5=efaf4ac1fb1de3ef629528a5f7336a1e","National Aeronautics and Space Administration

European Research Council","Final"
"Kaiser M.S., Lwin K.T., Mahmud M., Hajializadeh D., Chaipimonplin T., Sarhan A., Hossain M.A.","Advances in crowd analysis for urban applications through urban event detection",2018,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038826659&doi=10.1109%2fTITS.2017.2771746&partnerID=40&md5=e4a42f75042937abdf1920c827280022","European Commission","Final"
"Riverso S., Boem F., Ferrari-Trecate G., Parisini T.","Plug-and-Play Fault Detection and Control-Reconfiguration for a Class of Nonlinear Large-Scale Constrained Systems",2016,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004001389&doi=10.1109%2fTAC.2016.2535724&partnerID=40&md5=492227502f48cc4f75395c5ce1487a3d","Seventh Framework Programme

Engineering and Physical Sciences Research Council

Research Councils UK

Seventh Framework Programme","Final"
"Stock O., Strapparava C.","The act of creating humorous acronyms",2005,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844281836&doi=10.1080%2f08839510590887450&partnerID=40&md5=fe652c4133dbc9dfec7371e0990152d0","North Atlantic Treaty Organization

Manitoba Beekeepers' Association

American Academy of Audiology

Instytut Biologii Medycznej Polskiej Akademii Nauk

National Science Foundation

North Atlantic Treaty Organization

Georgian National Science Foundation","Final"
"Wang M., Wang W., Leow W.R., Wan C., Chen G., Zeng Y., Yu J., Liu Y., Cai P., Wang H., Ielmini D., Chen X.","Enhancing the Matrix Addressing of Flexible Sensory Arrays by a Highly Nonlinear Threshold Switch",2018,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050347115&doi=10.1002%2fadma.201802516&partnerID=40&md5=fe4f8fad6c636b1382c10d46a2103fc7","Horizon 2020 Framework Programme

European Research Council

Ministry of Education - Singapore

K. C. Wong Education Foundation","Final"
"Aravkin A., Burke J.V., Ljung L., Lozano A., Pillonetto G.","Generalized Kalman smoothing: Modeling and algorithms",2017,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028849496&doi=10.1016%2fj.automatica.2017.08.011&partnerID=40&md5=8b190816827a8e746e2c969bd2790fb2","National Science Foundation

Engineering Research Centers

European Research Council

Ministero dell’Istruzione, dell’Università e della Ricerca

Vetenskapsrådet","Final"
"Zodiatis G., De Dominicis M., Perivoliotis L., Radhakrishnan H., Georgoudis E., Sotillo M., Lardner R.W., Krokos G., Bruciaferri D., Clementi E., Guarnieri A., Ribotti A., Drago A., Bourma E., Padorno E., Daniel P., Gonzalez G., Chazot C., Gouriou V., Kremer X., Sofianos S., Tintore J., Garreau P., Pinardi N., Coppini G., Lecci R., Pisano A., Sorgente R., Fazioli L., Soloviev D., Stylianou S., Nikolaidis A., Panayidou X., Karaolia A., Gauci A., Marcati A., Caiazzo L., Mancini M.","The Mediterranean Decision Support System for Marine Safety dedicated to oil slicks predictions",2016,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994837786&doi=10.1016%2fj.dsr2.2016.07.014&partnerID=40&md5=1a5d4bb746e110e2557be834ca005577","Horizon 2020 Framework Programme

Seventh Framework Programme

Natural Environment Research Council

European Regional Development Fund","Final"
"Baldoni R., Montanari L., Rizzuto M.","On-line failure prediction in safety-critical systems",2015,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917709364&doi=10.1016%2fj.future.2014.11.015&partnerID=40&md5=acfb1ee8837904e22aac3c2a8c577d28","European Commission","Final"
"Harmon S.A., Sanford T.H., Xu S., Turkbey E.B., Roth H., Xu Z., Yang D., Myronenko A., Anderson V., Amalou A., Blain M., Kassin M., Long D., Varble N., Walker S.M., Bagci U., Ierardi A.M., Stellato E., Plensich G.G., Franceschelli G., Girlando C., Irmici G., Labella D., Hammoud D., Malayeri A., Jones E., Summers R.M., Choyke P.L., Xu D., Flores M., Tamura K., Obinata H., Mori H., Patella F., Cariati M., Carrafiello G., An P., Wood B.J., Turkbey B.","Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets",2020,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089409297&doi=10.1038%2fs41467-020-17971-2&partnerID=40&md5=de73e8b253c9ffccd16a8f46004e22b4","National Institutes of Health

National Cancer Institute

Société Française de Radiologie","Final"
"Milo V., Zambelli C., Olivo P., Pérez E., K. Mahadevaiah M., G. Ossorio O., Wenger C., Ielmini D.","Multilevel HfO2-based RRAM devices for low-power neuromorphic networks",2019,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071157303&doi=10.1063%2f1.5108650&partnerID=40&md5=6b36c285bda2e711e9f87fac4aed39c6","Horizon 2020 Framework Programme

European Research Council

Deutsche Forschungsgemeinschaft

Università degli Studi di Ferrara","Final"
"Borrego C., Ginja J., Coutinho M., Ribeiro C., Karatzas K., Sioumis T., Katsifarakis N., Konstantinidis K., De Vito S., Esposito E., Salvato M., Smith P., André N., Gérard P., Francis L.A., Castell N., Schneider P., Viana M., Minguillón M.C., Reimringer W., Otjes R.P., von Sicard O., Pohle R., Elen B., Suriano D., Pfister V., Prato M., Dipinto S., Penza M.","Assessment of air quality microsensors versus reference methods: The EuNetAir Joint Exercise – Part II",2018,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053397304&doi=10.1016%2fj.atmosenv.2018.08.028&partnerID=40&md5=5fa2871ed7ab8e99631d0fc11e7762c7","Seventh Framework Programme

University College London

European Cooperation in Science and Technology

Generalitat de Catalunya

Ministry of Economy, Trade and Industry

Seventh Framework Programme

Ministerio de Economía, Industria y Competitividad, Gobierno de España","Final"
"Amato G., Bacciu D., Broxvall M., Chessa S., Coleman S., Di Rocco M., Dragone M., Gallicchio C., Gennaro C., Lozano H., McGinnity T.M., Micheli A., Ray A.K., Renteria A., Saffiotti A., Swords D., Vairo C., Vance P.","Robotic Ubiquitous Cognitive Ecology for Smart Homes",2015,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953359131&doi=10.1007%2fs10846-015-0178-2&partnerID=40&md5=062e417cf9212f1a642ba8983385aa8e","Seventh Framework Programme","Final"
"Di Nola A., Dvurečenskij A., Lettieri A.","On varieties of MV-algebras with internal states",2010,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862666540&doi=10.1016%2fj.ijar.2010.01.017&partnerID=40&md5=e845704b5f6e6017f33fceffb7618c1a","Vedecká Grantová Agentúra MŠVVaŠ SR a SAV

European Regional Development Fund","Final"
"Djurabekova F.G., Domingos R., Cerchiara G., Castin N., Vincent E., Malerba L.","Artificial intelligence applied to atomistic kinetic Monte Carlo simulations in Fe-Cu alloys",2007,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846906178&doi=10.1016%2fj.nimb.2006.11.039&partnerID=40&md5=c2c8e290fb9c8f448e485ac08ecb2d1b","European Commission

Belgian Federal Science Policy Office","Final"
"Roncone A., Hoffmann M., Pattacini U., Fadiga L., Metta G.","Peripersonal space and margin of safety around the body: Learning visuo-tactile associations in a humanoid robot with artificial skin",2016,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990990241&doi=10.1371%2fjournal.pone.0163713&partnerID=40&md5=44154f2dbd88f146b2a230135fcca7f8","Seventh Framework Programme

Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung

Seventh Framework Programme","Final"
"Anselmi F., Leibo J.Z., Rosasco L., Mutch J., Tacchetti A., Poggio T.","Unsupervised learning of invariant representations",2016,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939500710&doi=10.1016%2fj.tcs.2015.06.048&partnerID=40&md5=61e701c49afc8c6a806dab9eae1ffe5d","National Science Foundation

Eugene McDermott Foundation

Companhia Brasileira de Metalurgia e Mineração","Final"
"Cesta A., Cortellessa G., De Benedictis R.","Training for crisis decision making - An approach based on plan adaptation",2014,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894595597&doi=10.1016%2fj.knosys.2013.11.011&partnerID=40&md5=d24223b4ae4e420134ca8b4de4d5d1e1","Seventh Framework Programme

Research Executive Agency","Final"
"Tombini M., Rigosa J., Zappasodi F., Porcaro C., Citi L., Carpaneto J., Rossini P.M., Micera S.","Combined analysis of cortical (EEG) and nerve stump signals improves robotic hand control",2012,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857290926&doi=10.1177%2f1545968311408919&partnerID=40&md5=21eec4a2131559b2e488f8fe1ea22fb4","Seventh Framework Programme","Final"
"Borelli E., Paolini G., Antoniazzi F., Barbiroli M., Benassi F., Chesani F., Chiari L., Fantini M., Fuschini F., Galassi A., Giacobone G.A., Imbesi S., Licciardello M., Loreti D., Marchi M., Masotti D., Mello P., Mellone S., Mincolelli G., Raffaelli C., Roffia L., Cinotti T.S., Tacconi C., Tamburini P., Zoli M., Costanzo A.","HABITAT: An IoT solution for independent elderly",2019,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062996376&doi=10.3390%2fs19051258&partnerID=40&md5=370bfc4b2ea03957ea3fed34ec7dc1d8","European Commission

Regione Emilia-Romagna","Final"
"Patra S., Bhardwaj K., Bruzzone L.","A spectral-spatial multicriteria active learning technique for hyperspectral image classification",2017,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030633830&doi=10.1109%2fJSTARS.2017.2747600&partnerID=40&md5=ff18d6cff6a0cbceb4adbf094ed2d75c","European Commission

Science and Engineering Research Board

Deutsches Zentrum für Luft- und Raumfahrt

Tezpur University","Final"
"Pirovano M., Mainetti R., Baud-Bovy G., Lanzi P.L., Borghese N.A.","Intelligent Game Engine for Rehabilitation (IGER)",2016,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963786139&doi=10.1109%2fTCIAIG.2014.2368392&partnerID=40&md5=99c0c33dc701259ef52657b31b0c935e","Seventh Framework Programme","Final"
"Bosetti P., Da Lio M., Saroldi A.","On Curve Negotiation: From Driver Support to Automation",2015,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938774454&doi=10.1109%2fTITS.2015.2395819&partnerID=40&md5=c59cfbf93cf5e468c0023991e558f2d1","Seventh Framework Programme","Final"
"Samat A., Gamba P., Du P., Luo J.","Active extreme learning machines for quad-polarimetric SAR imagery classification",2015,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924424041&doi=10.1016%2fj.jag.2014.09.019&partnerID=40&md5=ef847ca48c649b2dcb93779036e62ca4","National Natural Science Foundation of China

Fondazione Cariplo

Natural Science Foundation of Jiangsu Province","Final"
"Alviano M., Faber W., Leone N., Manna M.","Disjunctive datalog with existential quantifiers: Semantics, decidability, and complexity issues",2012,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864974336&doi=10.1017%2fS1471068412000257&partnerID=40&md5=015fe19e8c064d807fe80b77774ab5a5","European Social Fund

European Commission

Regione Calabria

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Modongo C., Pasipanodya J.G., Magazi B.T., Srivastava S., Zetola N.M., Williams S.M., Sirugo G., Gumbo T.","Artificial intelligence and amikacin exposures predictive of outcomes in multidrug-resistant tuberculosis patients",2016,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994514607&doi=10.1128%2fAAC.00962-16&partnerID=40&md5=9bd8b7bd7fde4a418c648ab399419b1d","National Institutes of Health

U.S. Department of Health and Human Services

National Institute of Allergy and Infectious Diseases","Final"
"De Maio C., Fenza G., Loia V., Orciuoli F., Herrera-Viedma E.","A framework for context-aware heterogeneous group decision making in business processes",2016,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979492891&doi=10.1016%2fj.knosys.2016.03.019&partnerID=40&md5=40724e23b842f92e08d87573fb883863","European Regional Development Fund","Final"
"Tolu S., Vanegas M., Garrido J.A., Luque N.R., Ros E.","Adaptive and predictive control of a simulated robot arm",2013,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877295696&doi=10.1142%2fS012906571350010X&partnerID=40&md5=1c21f0f2b3b3c09822102c397056719b","Seventh Framework Programme

European Commission","Final"
"Su X., Sperli G., Moscato V., Picariello A., Esposito C., Choi C.","An Edge Intelligence Empowered Recommender System Enabling Cultural Heritage Applications",2019,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065877109&doi=10.1109%2fTII.2019.2908056&partnerID=40&md5=fb2d80677791d12a96eb5c285e4732b1","National Natural Science Foundation of China

National Research Foundation of Korea

National Basic Research Program of China (973 Program)","Final"
"Bou F., Rivieccio U.","The logic of distributive bilattices",2011,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551671109&doi=10.1093%2fjigpal%2fjzq041&partnerID=40&md5=db3acaa6cac3c70417bdce2a35c571ba","European Commission

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Apolloni B., Esposito A., Malchiodi D., Orovas C., Palmas G., Taylor J.G.","A general framework for learning rules from data",2004,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244240796&doi=10.1109%2fTNN.2004.836249&partnerID=40&md5=852ab47b69649ca792b485977843bd1e","European Commission

Korea Development Institute","Final"
"Trinchero R., Larbi M., Torun H.M., Canavero F.G., Swaminathan M.","Machine Learning and Uncertainty Quantification for Surrogate Models of Integrated Devices with a Large Number of Parameters",2019,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059009798&doi=10.1109%2fACCESS.2018.2888903&partnerID=40&md5=8c0635abb2b86144ac79c8ce9eb80dc3","National Science Foundation","Final"
"Strazzulla I., Nowak M., Controzzi M., Cipriani C., Castellini C.","Online Bimanual Manipulation Using Surface Electromyography and Incremental Learning",2017,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016137104&doi=10.1109%2fTNSRE.2016.2554884&partnerID=40&md5=1e24a8e50e7db489a8431bb9d278312b","Seventh Framework Programme","Final"
"Pillonetto G., Chen T., Chiuso A., De Nicolao G., Ljung L.","Regularized linear system identification using atomic, nuclear and kernel-based norms: The role of the stability constraint",2016,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961839731&doi=10.1016%2fj.automatica.2016.02.012&partnerID=40&md5=2d4dad0817dc78021b8e79c9ca982c4e","European Research Council

Ministero dell’Istruzione, dell’Università e della Ricerca

Vetenskapsrådet","Final"
"Colledani M., (2), Battaïa O.","A decision support system to manage the quality of End-of-Life products in disassembly systems",2016,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991000214&doi=10.1016%2fj.cirp.2016.04.121&partnerID=40&md5=cddde7376515e5d30474a9df4a234c03","Seventh Framework Programme","Final"
"Candia J., Maunu R., Driscoll M., Biancotto A., Dagur P., McCoy Jr. J.P., Sen H.N., Wei L., Maritan A., Cao K., Nussenblatt R.B., Banavar J.R., Losert W.","From Cellular Characteristics to Disease Diagnosis: Uncovering Phenotypes with Supercells",2013,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884697284&doi=10.1371%2fjournal.pcbi.1003215&partnerID=40&md5=793712e7ca12b90ac5d46eedd9c55619","National Science Foundation

National Institute on Aging

National Heart, Lung, and Blood Institute

National Eye Institute

National Cancer Institute

National Institute of General Medical Sciences","Final"
"Dinuzzo F., Pillonetto G., De Nicolao G.","Client-Server multitask learning from distributed datasets",2011,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951674213&doi=10.1109%2fTNN.2010.2095882&partnerID=40&md5=e7a797d4cb7ae10766f141bfb9e6b921","Seventh Framework Programme

Università degli Studi di Padova","Final"
"De Dominicis M., Bruciaferri D., Gerin R., Pinardi N., Poulain P.M., Garreau P., Zodiatis G., Perivoliotis L., Fazioli L., Sorgente R., Manganiello C.","A multi-model assessment of the impact of currents, waves and wind in modelling surface drifters and oil spill",2016,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965049968&doi=10.1016%2fj.dsr2.2016.04.002&partnerID=40&md5=c804a338067740bed4dee73f851d2111","Natural Environment Research Council

European Regional Development Fund","Final"
