Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Martin-Diaz I., Morinigo-Sotelo D., Duque-Perez O., Osornio-Rios R.A., Romero-Troncoso R.J.","Hybrid algorithmic approach oriented to incipient rotor fault diagnosis on induction motors",2018,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050966568&doi=10.1016%2fj.isatra.2018.07.033&partnerID=40&md5=c0a5ae3110ffdb9fd7a8180309128acd","Federación Española de Enfermedades Raras

Consejo Nacional de Ciencia y Tecnología

Ministerio de Economía y Competitividad

Universidad de Valladolid

European Regional Development Fund","Final"
"Ramirez-Atencia C., Camacho D.","Extending QGroundControl for automated mission planning of Uavs",2018,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050532125&doi=10.3390%2fs18072339&partnerID=40&md5=8023de20eb31887d7bfe114ab0de0fcb","Federación Española de Enfermedades Raras

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Espejo-Garcia B., Martinez-Guanter J., Pérez-Ruiz M., Lopez-Pellicer F.J., Javier Zarazaga-Soria F.","Machine learning for automatic rule classification of agricultural regulations: A case study in Spain",2018,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046784112&doi=10.1016%2fj.compag.2018.05.007&partnerID=40&md5=13597188cd10a7b3f3fb1c1ef84b6560","European Social Fund","Final"
"Delatorre P., León C., Gervás P., Palomo-Duarte M.","A computational model of the cognitive impact of decorative elements on the perception of suspense",2017,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032814757&doi=10.1080%2f09540091.2017.1345856&partnerID=40&md5=8ceae27d907bb41182073a14455672f6","H2020 Future and Emerging Technologies","Final"
"Valera I., Ruiz F.J.R., Perez-Cruz F.","Infinite factorial unbounded-state hidden Markov model",2016,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981346564&doi=10.1109%2fTPAMI.2015.2498931&partnerID=40&md5=95b60ecf962c629dea1d4940916b293f","Office of Naval Research

Seventh Framework Programme

Comunidad de Madrid","Final"
"Chica M., Cordón Ó., Damas S., Iglesias V., Mingot J.","Identimod: Modeling and managing brand value using soft computing",2016,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979918095&doi=10.1016%2fj.dss.2016.06.007&partnerID=40&md5=5489a0078761d06aa357fac481aed1bb","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Wieland M., Torres Y., Pittore M., Benito B.","Object-based urban structure type pattern recognition from Landsat TM with a Support Vector Machine",2016,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979555836&doi=10.1080%2f01431161.2016.1207261&partnerID=40&md5=6b1b920fb63f30e8fcfffa09e88efaa8","Deutscher Akademischer Austauschdienst

Universidad Politécnica de Madrid

Seventh Framework Programme","Final"
"Torres-Ramírez M., Elizondo D., García-Domingo B., Nofuentes G., Talavera D.L.","Modelling the spectral irradiance distribution in sunny inland locations using an ANN-based methodology",2015,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931578298&doi=10.1016%2fj.energy.2015.04.037&partnerID=40&md5=388f1210195150d3cc247cb555b2b85b","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Lerma N., Paredes-Arquiola J., Andreu J., Solera A.","Development of operating rules for a complex multi-reservoir system by coupling genetic algorithms and network optimization [Elaboration des consignes d'exploitation d'un système multi-réservoirs complexe par couplage d'algorithmes génétiques et d'une optimisation de réseau]",2013,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877574915&doi=10.1080%2f02626667.2013.779777&partnerID=40&md5=11006339442716acf1a1dc252f65825e","Seventh Framework Programme","Final"
"Borland D., Peck T., Slater M.","An evaluation of self-avatar eye movement for virtual embodiment",2013,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883477063&doi=10.1109%2fTVCG.2013.24&partnerID=40&md5=8c116d0e739d89f05d6d9baec982d809","Seventh Framework Programme","Final"
"Pereira-Fariña M., Díaz-Hermida F., Bugarín A.","On the analysis of set-based fuzzy quantified reasoning using classical syllogistics",2013,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872166602&doi=10.1016%2fj.fss.2012.03.015&partnerID=40&md5=df883ce4b3a24a0efe891ffea4194fa3","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Molina J.-L., Pulido-Velázquez M., Llopis-Albert C., Peña-Haro S.","Stochastic hydro-economic model for groundwater quality management using Bayesian networks",2013,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874023741&doi=10.2166%2fwst.2012.598&partnerID=40&md5=558a8297aeec893ef2031af0424913bc","Seventh Framework Programme","Final"
"Debenham J., Sierra C.","Merging intelligent agency and the Semantic Web",2008,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40349092950&doi=10.1016%2fj.knosys.2007.11.004&partnerID=40&md5=fb92e860c38fc9f1b5110aee066e7c14","European Commission

Generalitat de Catalunya","Final"
"Mosqueira-Rey E., Moret-Bonillo V.","Intelligent interpretation of validation data",2002,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036776614&doi=10.1016%2fS0957-4174%2802%2900039-8&partnerID=40&md5=ae8dddd3f737a05c43021ad505159595","Comisión Interministerial de Ciencia y Tecnología

European Regional Development Fund","Final"
"Li Z., Liu X., Dai J., Chen J., Fujita H.","Measures of uncertainty based on Gaussian kernel for a fully fuzzy information system",2020,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083044408&doi=10.1016%2fj.knosys.2020.105791&partnerID=40&md5=3fc6c407034deac545b04f9b2f32759e","National Natural Science Foundation of China

Natural Science Foundation of Guangxi Province

Construct Program of the Key Discipline in Hunan Province

Special Fund for Distinguished Experts in Guangxi of China

Science and Technology Program of Hunan Province","Final"
"Pastor-Galindo J., Nespoli P., Gomez Marmol F., Martinez Perez G.","The not yet exploited goldmine of OSINT: Opportunities, open challenges and future trends",2020,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078464842&doi=10.1109%2fACCESS.2020.2965257&partnerID=40&md5=2cf9efe05a2a501bc193c2ab5af7ed90","Ministerio de Ciencia, Innovación y Universidades

Ministerio de Economía y Competitividad

Universidad de Murcia

European Social Fund","Final"
"Oregi I., Pérez A., Del Ser J., Lozano J.A.","On-line Elastic Similarity Measures for time series",2019,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058380045&doi=10.1016%2fj.patcog.2018.12.007&partnerID=40&md5=43de9d06403f3848810faa6972c64f0e","Eusko Jaurlaritza

Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Rouco H., Diaz-Rodriguez P., Rama-Molinos S., Remuñán-López C., Landin M.","Delimiting the knowledge space and the design space of nanostructured lipid carriers through Artificial Intelligence tools",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056211054&doi=10.1016%2fj.ijpharm.2018.10.058&partnerID=40&md5=af18c9dfc49a7da0d851225ab0a076df","European Commission

European Regional Development Fund","Final"
"Martino L., Casarin R., Leisen F., Luengo D.","Adaptive independent sticky MCMC algorithms",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040464639&doi=10.1186%2fs13634-017-0524-6&partnerID=40&md5=f4ca3fe2f14d18462d31663f7ba7d5ae","Seventh Framework Programme

European Commission

Ministerio de Economía y Competitividad

Ministero dell’Istruzione, dell’Università e della Ricerca

Seventh Framework Programme","Final"
"Traganitis P.A., Pages-Zamora A., Giannakis G.B.","Blind Multiclass Ensemble Classification",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050730716&doi=10.1109%2fTSP.2018.2860562&partnerID=40&md5=085c2dba073d984379f5b43bc7f29b55","National Science Foundation

Ministerio de EconomÃ­a y Competitividad

European Regional Development Fund","Final"
"Soria-Comas J., Domingo-Ferrer J.","Differentially private data publishing via optimal univariate microaggregation and record perturbation",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046123237&doi=10.1016%2fj.knosys.2018.04.027&partnerID=40&md5=81d21ecb959ea6e739086af2306850be","European Commission

Generalitat de Catalunya

Institució Catalana de Recerca i Estudis Avançats","Final"
"Fauville G., McHugh P., Domegan C., Mäkitalo Å., Friis Møller L., Papathanassiou M., Alvarez Chicote C., Lincoln S., Batista V., Copejans E., Crouch F., Gotensparre S.","Using collective intelligence to identify barriers to teaching 12–19 year olds about the ocean in Europe",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053582911&doi=10.1016%2fj.marpol.2018.01.034&partnerID=40&md5=be65c97778ba151002fe5fa8917177c8","Horizon 2020","Final"
"Martinez-Millana A., Bayo-Monton J.-L., Argente-Pla M., Fernandez-Llatas C., Merino-Torres J.F., Traver-Salcedo V.","Integration of distributed services and hybrid models based on process choreography to predict and detect type 2 diabetes",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039903144&doi=10.3390%2fs18010079&partnerID=40&md5=aa64d0546d6e5cb6da598e2030d31b05","National Institutes of Health

Horizon 2020 Framework Programme

Seventh Framework Programme

European Commission","Final"
"Barona López L.I., Maestre Vidal J., García Villalba L.J.","An approach to data analysis in 5G networks",2017,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024499371&doi=10.3390%2fe19020074&partnerID=40&md5=e9342443666cc8be3c682d9464bdb8c0","Horizon 2020 Framework Programme","Final"
"Leger G., Barragan M.J.","Brownian distance correlation-directed search: A fast feature selection technique for alternate test",2016,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969746077&doi=10.1016%2fj.vlsi.2016.05.003&partnerID=40&md5=9e1a3b1ba6b5a2194a12feaad9361ca7","Labex

European Regional Development Fund","Final"
"Carrasco J.J., Millán-Giraldo M., Caravaca J., Escandell-Montero P., Martínez-Martínez J.M., Soria-Olivas E.","ELM Regularized Method for Classification Problems",2016,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958981877&doi=10.1142%2fS0218213015500268&partnerID=40&md5=7ce6a090216673755b3195e7c023db02","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Garcia-Piquer A., Ribas I., Colomé J.","Artificial intelligence for the EChO mission planning tool",2015,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952988559&doi=10.1007%2fs10686-014-9411-4&partnerID=40&md5=fc205e709c0b04a9a8f19c61e0db097c","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Mihaljević B., Benavides-Piccione R., Guerra L., DeFelipe J., Larrañaga P., Bielza C.","Classifying GABAergic interneurons with semi-supervised projected model-based clustering",2015,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941997072&doi=10.1016%2fj.artmed.2014.12.010&partnerID=40&md5=ebc73328d34501f3d58aff40eb1e65c7","Seventh Framework Programme

École Polytechnique Fédérale de Lausanne

Ministerio de Economía y Competitividad

Consejo Superior de Investigaciones Científicas

Seventh Framework Programme","Final"
"De La Paz-Marín M., Gutiérrez P.A., Hervás-Martínez C.","Classification of countries' progress toward a knowledge economy based on machine learning classification techniques",2015,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907513648&doi=10.1016%2fj.eswa.2014.08.008&partnerID=40&md5=e9ab13ee65771676b1de4e5da4f618ce","European Regional Development Fund

Junta de Andalucía","Final"
"Bühnemann C., Li S., Yu H., White H.B., Schäfer K.L., Llombart-Bosch A., Machado I., Picci P., Hogendoorn P.C.W., Athanasou N.A., Noble J.A., Hassan A.B.","Quantification of the heterogeneity of prognostic cellular biomarkers in ewing sarcoma using automated image and random survival forest analysis",2014,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907190330&doi=10.1371%2fjournal.pone.0107105&partnerID=40&md5=ba3eb27707ffbcd581c3cbfc87b2e498","Seventh Framework Programme","Final"
"Guerrero G.D., Cecilia J.M., Llanes A., García J.M., Amos M., Ujaldón M.","Comparative evaluation of platforms for parallel Ant Colony Optimization",2014,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905588984&doi=10.1007%2fs11227-014-1154-5&partnerID=40&md5=aaf5c5c97d282c7bdf8c5fb608f29591","Fundación Séneca

European Commission

Comunidad Autónoma de la Región de Murcia

Junta de Andalucía","Final"
"Villar J.A., Andújar F.J., Sánchez J.L., Alfaro F.J., Gámez J.A., Duato J.","Obtaining the optimal configuration of high-radix Combined switches",2013,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879283305&doi=10.1016%2fj.jpdc.2013.04.009&partnerID=40&md5=b75ff16f2d9c83c60c838c96f2987a70","Seventh Framework Programme

Ministerio de Ciencia e Innovación","Final"
"El-Zekey M., Medina J., Mesiar R.","Lattice-based sums",2013,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870256041&doi=10.1016%2fj.ins.2012.10.003&partnerID=40&md5=2611f6b902e0daf7420ef8155cef3a6c","Slovak Academic Information Agency

Mountain Equipment Co-operative

European Commission

Vienna Science and Technology Fund

Ministerio de Ciencia e Innovación

Vedecká Grantová Agentúra MŠVVaŠ SR a SAV

European Regional Development Fund","Final"
"Banković Z., Fraga D., Moya J.M., Vallejo J.C., Malagón P., Araujo Á., De Goyeneche J.-M., Romero E., Blesa J., Villanueva D., Nieto-Taladriz O.","Bio-inspired enhancement of reputation systems for intelligent environments",2013,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870055627&doi=10.1016%2fj.ins.2011.07.032&partnerID=40&md5=7c7e698f9d3fd9ff3494c3fe71129a8b","Seventh Framework Programme

Ministry of Industry, Trade and Labor

Ministerio de Ciencia e Innovación","Final"
"García I., Pacheco J., Alvarez A.","Optimizing routes and stock",2013,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891057502&doi=10.1007%2fs10732-011-9182-2&partnerID=40&md5=480513f1833badfc4d3d1fe928c8cec6","Consejo Nacional de Ciencia y Tecnología

Ministerio de Ciencia e Innovación

European Regional Development Fund

Junta de Castilla y León","Final"
"Olazaran M.","A Sociological History of the Neural Network Controversy",1993,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346617618&doi=10.1016%2fS0065-2458%2808%2960408-8&partnerID=40&md5=8f92bebe25c39821c1feb0c5f04bceb4","National Science Foundation

National Science Foundation

Massachusetts Institute of Technology

National Science Foundation

Defense Advanced Research Projects Agency

Air Force Office of Scientific Research

Office of Naval Research

Eusko Jaurlaritza

University of Edinburgh","Final"
"Navarro-Cáceres M., Caetano M., Bernardes G., de Castro L.N.","ChordAIS: An assistive system for the generation of chord progressions with an artificial immune system",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066811556&doi=10.1016%2fj.swevo.2019.05.012&partnerID=40&md5=50e1b5b15206ae17f75aa85f74a84954","Intel Corporation

Fuel Cell Technologies Office

Fundação de Amparo à Pesquisa do Estado de São Paulo

Fundação para a Ciência e a Tecnologia

Coordenação de Aperfeiçoamento de Pessoal de Nível Superior

Federación Española de Enfermedades Raras

Ministry of Economy

European Regional Development Fund

Ministerio de Economía, Industria y Competitividad, Gobierno de España","Final"
"Rodriguez-Delgado C., Bergillos R.J., Iglesias G.","An artificial neural network model of coastal erosion mitigation through wave farms",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069711243&doi=10.1016%2fj.envsoft.2019.07.010&partnerID=40&md5=f836df843dafabd9f7cf787c76e341c5","Ministerio de Ciencia, Innovación y Universidades

European Commission

Plymouth University

Universidad de Granada

Ministerio de Agricultura y Pesca, AlimentaciÃ³n y Medio Ambiente","Final"
"Carnieletto L., Badenes B., Belliardi M., Bernardi A., Graci S., Emmi G., Urchueguía J.F., Zarrella A., DI Bella A., Dalla Santa G., Galgaro A., Mezzasalma G., De Carli M.","A European database of building energy profiles to support the design of ground source heat pumps",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068438465&doi=10.3390%2fen12132496&partnerID=40&md5=26f7032b72a8397f99dcf597eafb766b","Horizon 2020 Framework Programme","Final"
"Decastro-García N., Muñoz Castañeda Á.L., Escudero García D., Carriegos M.V.","Effect of the Sampling of a Dataset in the Hyperparameter Optimization Phase over the Efficiency of a Machine Learning Algorithm",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062328948&doi=10.1155%2f2019%2f6278908&partnerID=40&md5=2b46f1845ac549709a17ae6579de2b98","Instituto Nacional de Ciberseguridad

European Regional Development Fund

European Regional Development Fund

Instituto Nacional de Ciberseguridad","Final"
"DasGupta B., Mobasheri N., Yero I.G.","On analyzing and evaluating privacy measures for social networks under active attack",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053787383&doi=10.1016%2fj.ins.2018.09.023&partnerID=40&md5=bb2df2995597a1377f3f6c2c8f490fea","National Science Foundation

National Stroke Foundation

Ministerio de Educación, Cultura y Deporte","Final"
"Peral J., Ferrandez A., Gil D., Munoz-Terol R., Mora H.","An ontology-oriented architecture for dealing with heterogeneous data applied to telemedicine systems",2018,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050224618&doi=10.1109%2fACCESS.2018.2857499&partnerID=40&md5=bcdc62d93bad92c742c6cda5affbcf5b","Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Marin N., Rivas-Gervilla G., Sanchez D., Yager R.R.","Specificity Measures and Referential Success",2018,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045011498&doi=10.1109%2fTFUZZ.2017.2694803&partnerID=40&md5=82d0ccab98c461b7a4e7df96b4ed3988","European Regional Development Fund","Final"
"Temesgene D.A., Núñez-Martínez J., Dini P.","Softwarization and optimization for sustainable future mobile networks: A survey",2017,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034246543&doi=10.1109%2fACCESS.2017.2771938&partnerID=40&md5=ceb91330636b89e6cd94b5e5064f298b","Horizon 2020 Framework Programme

H2020 Marie Skłodowska-Curie Actions","Final"
"Cano J.-R., García S.","Training set selection for monotonic ordinal classification",2017,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031799270&doi=10.1016%2fj.datak.2017.10.003&partnerID=40&md5=3f6e3820bec893d29d98bc902732f318","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Marco-Ruiz L., Bønes E., de la Asunción E., Gabarron E., Aviles-Solis J.C., Lee E., Traver V., Sato K., Bellika J.G.","Combining multivariate statistics and the think-aloud protocol to assess Human-Computer Interaction barriers in symptom checkers",2017,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029513776&doi=10.1016%2fj.jbi.2017.09.002&partnerID=40&md5=a6271d0ff94c9cef94170101cf848c2e","Horizon 2020 Framework Programme

Helse Nord RHF","Final"
"Rodriguez-Ascaso A., Boticario J.G., Finat C., Petrie H.","Setting accessibility preferences about learning objects within adaptive elearning systems: User experience and organizational aspects",2017,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991769781&doi=10.1111%2fexsy.12187&partnerID=40&md5=0f51a168535a7554366f75c41ab160ab","European Commission","Final"
"Alahmadi H.H., Shen Y., Fouad S., Luft C.D.B., Bentham P., Kourtzi Z., Tino P., Bielza C., Su L., Benuskova L.","Classifying cognitive profiles using machine learning with privileged information in mild cognitive impairment",2016,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998567434&doi=10.3389%2ffncom.2016.00117&partnerID=40&md5=0102dffc3d39b6fa070ed03e0f8c01cb","Seventh Framework Programme

Engineering and Physical Sciences Research Council

Biotechnology and Biological Sciences Research Council

Leverhulme Trust

Seventh Framework Programme","Final"
"Murla D., Gutierrez O., Martinez M., Suñer D., Malgrat P., Poch M.","Coordinated management of combined sewer overflows by means of environmental decision support systems",2016,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955285596&doi=10.1016%2fj.scitotenv.2016.01.076&partnerID=40&md5=624d58733cd36836aba68dd93aae108b","European Commission","Final"
"Santander-Jiménez S., Vega-Rodríguez M.A.","On the design of shared memory approaches to parallelize a multiobjective bee-inspired proposal for phylogenetic reconstruction",2015,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940668551&doi=10.1016%2fj.ins.2015.06.040&partnerID=40&md5=07b0410e853c17c2b6062799245ccef6","European Regional Development Fund","Final"
"López-Rubio E., Muñoz-Pérez J.","Probability density function estimation with the frequency polygon transform",2015,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922426618&doi=10.1016%2fj.ins.2014.12.014&partnerID=40&md5=2a98115861fcf1eaa2ed7d13c087c928","European Regional Development Fund","Final"
"Sánchez-Monedero J., Campoy-Muñoz P., Gutiérrez P.A., Hervás-Martínez C.","A guided data projection technique for classification of sovereign ratings: The case of European Union 27",2014,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902657288&doi=10.1016%2fj.asoc.2014.05.008&partnerID=40&md5=6bf5b7d51927ff636b177a02a7daf1ee","Ministerio de Economía y Competitividad

European Regional Development Fund

Junta de Andalucía","Final"
"Rodriguez-Cobo L., Ruiz-Lombera R., Conde O.M., López-Higuera J.-M., Cobo A., Mirapeix J.","Feasibility study of Hierarchical Temporal Memories applied to welding diagnostics",2013,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887294247&doi=10.1016%2fj.sna.2013.09.021&partnerID=40&md5=17930b16da03e6d8154fb8f17cb3418c","European Commission","Final"
"Fernández-Sánchez J., Quesada-Molina J.J., Úbeda-Flores M.","On (α,β)-homogeneous copulas",2013,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879784390&doi=10.1016%2fj.ins.2012.09.048&partnerID=40&md5=dd7b5f5ed98c2f6467a4b38dcc8896e0","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"García-Remesal M., Maojo V., Billhardt H., Crespo J.","Integration of relational and textual biomedical sources: A pilot experiment using a semi-automated method for logical schema acquisition",2010,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955548209&doi=10.3414%2fME0614&partnerID=40&md5=4a2c40691677f3aca4d348696f0f8dc7","Seventh Framework Programme","Final"
"Fernández-Breis J.T., Martínez-Béjar R., Vivancos-Vicente P.J., Valencia-García R., García-Sánchez F.","Towards cooperative frameworks for modeling and integrating biological processes knowledge",2004,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544344913&doi=10.1109%2fTNB.2004.833685&partnerID=40&md5=c749f94097a43791970365ff89208460","Fundación Séneca

European Commission

Ministerio de Ciencia y Tecnología","Final"
"Mandow L., Pérez De La Cruz J.L.","A heuristic search algorithm with lexicographic goals",2001,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035742269&doi=10.1016%2fS0952-1976%2802%2900009-X&partnerID=40&md5=0ee6fbbff40bb7bb64dcf08b20d0aaa8","European Regional Development Fund","Final"
"Gutierrez J., Elopriaga J.A., Fernandez-Castro I., Vadillo J.A., Diaz-Ilarraza A.","Intelligent Tutoring Systems for training of operators for thermal power plants",1998,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032123819&doi=10.1016%2fS0954-1810%2897%2900015-0&partnerID=40&md5=bbb88c0c72d20ccbe35b267e288afb53","Heriot-Watt University

European Commission

Euskal Herriko Unibertsitatea","Final"
"Serruys P.W., Chichareon P., Modolo R., Leaman D.M., Reiber J.H.C., Emanuelsson H., di Mario C., Pijls N.H.J., Morel M.-A., Valgimigli M., Farooq V., van Klaveren D., Capodanno D., Andreini D., Bourantas C.V., Davies J., Banning A.P., Escaned J., Piek J.J., Echavarria-Pinto M., Taylor C.A., Thomsen B., Collet C., Pompilio G., Bartorelli A.L., Glocker B., Dressler O., Stone G.W., Onuma Y.","The SYNTAX score on its way out or … towards artificial intelligence: Part II",2021,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085156947&doi=10.4244%2feij-d-19-00543b&partnerID=40&md5=8b80351ced84273928f8931ce0713893","Bayer

GlaxoSmithKline

Medtronic

Chiesi Farmaceutici

Boston Scientific Corporation

Abbott Vascular

UK Research and Innovation

Engineering and Physical Sciences Research Council

National Institute for Health Research

European Commission

Fundação de Amparo à Pesquisa do Estado de São Paulo

Daiichi Sankyo Company

Innovate UK","Final"
"Blanco-Justicia A., Domingo-Ferrer J., Martínez S., Sánchez D.","Machine learning explainability via microaggregation and shallow decision trees",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078451974&doi=10.1016%2fj.knosys.2020.105532&partnerID=40&md5=5ba95e17fb2580a1194c37daa6e0187e","United Nations Educational, Scientific and Cultural Organization

European Commission

Generalitat de Catalunya

InstituciÃ³ Catalana de Recerca i Estudis AvanÃ§ats","Final"
"Akyazi T., Goti A., Oyarbide A., Alberdi E., Bayon F.","A guide for the food industry to meet the future skills requirements emerging with industry 4.0",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083287951&doi=10.3390%2ffoods9040492&partnerID=40&md5=7210d811ae6fafb87f4d11e4a0997975","European Commission","Final"
"Sun S., Zheng X., Gong B., Paredes J.G., Ordieres-Meré J.","Healthy operator 4.0: A human cyber–physical system architecture for smart workplaces",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083022904&doi=10.3390%2fs20072011&partnerID=40&md5=0a3e88496e52a426e0a6bd5c01371e9f","European Commission

Agencia Estatal de InvestigaciÃ³n","Final"
"Banchs A., Gutierrez-Estevez D.M., Fuentes M., Boldi M., Provvedi S.","A 5G Mobile Network Architecture to Support Vertical Industries",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076692128&doi=10.1109%2fMCOM.001.1900258&partnerID=40&md5=5c46513b21fadb5b7e7ff85905479332","Horizon 2020 Framework Programme","Final"
"Gómez-Rodríguez C., Alonso-Alonso I., Vilares D.","How important is syntactic parsing accuracy? An empirical evaluation on rule-based sentiment analysis",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031905148&doi=10.1007%2fs10462-017-9584-0&partnerID=40&md5=cd6c5001014297f83b2f2ebd5cdff522","Horizon 2020 Framework Programme

European Research Council

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad","Final"
"Rubio-Fernández A., Muñoz-Merino P.J., Delgado Kloos C.","A learning analytics tool for the support of the flipped classroom",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071953616&doi=10.1002%2fcae.22144&partnerID=40&md5=c0d51edabc5e3eb4ffa824e57fedc176","Comunidad de Madrid

Ministerio de Economía y Competitividad

European Social Fund

European Regional Development Fund","Final"
"Zago M., Nespoli P., Papamartzivanos D., Pérez M.G., Mármol F.G., Kambourakis G., Pérez G.M.","Screening Out Social Bots Interference: Are There Any Silver Bullets?",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071285104&doi=10.1109%2fMCOM.2019.1800520&partnerID=40&md5=b394208440e78394daafef7c98d8f660","Ministerio de Economía y Competitividad

European Social Fund","Final"
"Ropero F., Vaquerizo-Hdez D., Muñoz P., Barrero D.F., R-Moreno M.D.","LARES: An AI-based teleassistance system for emergency home monitoring",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064242698&doi=10.1016%2fj.cogsys.2019.03.019&partnerID=40&md5=ed08292bcea391ae20b7a4c26b3af5f3","Ministerio de Ciencia, Innovación y Universidades

European Social Fund

Universidad de Alcalá

Junta de Comunidades de Castilla-La Mancha","Final"
"Duro R.J., Becerra J.A., Monroy J., Bellas F.","Perceptual Generalization and Context in a Network Memory Inspired Long-Term Memory for Artificial Cognition",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054551822&doi=10.1142%2fS0129065718500533&partnerID=40&md5=591f24310769d174fdcd217766d9a200","Horizon 2020 Framework Programme

Xunta de Galicia","Final"
