Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Alexandre Teixeira C., Direito B., Bandarabadi M., Le Van Quyen M., Valderrama M., Schelter B., Schulze-Bonhage A., Navarro V., Sales F., Dourado A.","Epileptic seizure predictors based on computational intelligence techniques: A comparative study with 278 patients",2014,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899098301&doi=10.1016%2fj.cmpb.2014.02.007&partnerID=40&md5=c0b84db8a4737f3b0afa1e1fed3e7df7","Baden-Württemberg Stiftung

Seventh Framework Programme

European Commission

Deutsche Forschungsgemeinschaft

Fundação para a Ciência e a Tecnologia","Final"
"Shen K.-K., Fripp J., Mériaudeau F., Chételat G., Salvado O., Bourgeat P.","Detecting global and local hippocampal shape changes in Alzheimer's disease using statistical shape models",2012,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855497815&doi=10.1016%2fj.neuroimage.2011.10.014&partnerID=40&md5=6fbfbac0e34bc6c9610268eddae57e33","National Institutes of Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Dana Foundation

Abbott Laboratories

Bristol-Myers Squibb

AstraZeneca

Genentech

GlaxoSmithKline

Johnson and Johnson

GE Healthcare

Alzheimer's Disease Neuroimaging Initiative

Elan

Innogenetics

Bayer Schering","Final"
"Carrillo R.R., Ros E., Boucheny C., Coenen O.J.-M.D.","A real-time spiking cerebellum model for learning robot control",2008,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53749104345&doi=10.1016%2fj.biosystems.2008.05.008&partnerID=40&md5=6a50f99815c9dc5ec3cb146178370354","European Commission","Final"
"Brewka G., Benferhat S., Le Berre D.","Qualitative choice logic",2004,66,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942656990&doi=10.1016%2fj.artint.2004.04.006&partnerID=40&md5=e9e4b1bf770280e5eff3a57b2097db85","Deutsche Forschungsgemeinschaft

European Regional Development Fund","Final"
"Adamson D., Dyke G., Jang H., Rosé C.P.","Towards an agile approach to adapting dynamic collaboration support to student needs",2014,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928378005&doi=10.1007%2fs40593-013-0012-6&partnerID=40&md5=323140e8d88b02ea8e524c8e10b17215","National Science Foundation","Final"
"Rakotomamonjy A., Flamary R., Gasso G., Canu S.","ℓpℓq penalty for sparse linear and sparse multiple kernel multitask learning",2011,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051543708&doi=10.1109%2fTNN.2011.2157521&partnerID=40&md5=0ebd3ca134bf967a7452296dc6b9b312","Seventh Framework Programme","Final"
"Jarrassé N., Charalambous T., Burdet E.","A Framework to Describe, Analyze and Generate Interactive Motor Behaviors",2012,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870619582&doi=10.1371%2fjournal.pone.0049945&partnerID=40&md5=1e2e15224d5f0787349bbfacca6743f8","Seventh Framework Programme","Final"
"Quellec G., Lamard M., Abràmoff M.D., Decencière E., Lay B., Erginay A., Cochener B., Cazuguel G.","A multiple-instance learning framework for diabetic retinopathy screening",2012,63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866110731&doi=10.1016%2fj.media.2012.06.003&partnerID=40&md5=20b2c47c97fcacdb9ffc6767b6b1c925","National Institutes of Health

National Eye Institute

U.S. Department of Veterans Affairs

Agence Nationale de la Recherche","Final"
"Ciucci D., Dubois D.","A map of dependencies among three-valued logics",2013,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883453197&doi=10.1016%2fj.ins.2013.06.040&partnerID=40&md5=70f56bf5d299f4f59f605d4c7a79aaab","Seventh Framework Programme","Final"
"Bredeche N., Montanier J.-M., Liu W., Winfield A.F.T.","Environment-driven distributed evolutionary adaptation in a population of autonomous robotic agents",2012,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863142496&doi=10.1080%2f13873954.2011.601425&partnerID=40&md5=7d569e8fad096318ab5bf13f21193e29","Seventh Framework Programme

European Commission","Final"
"Durrleman S., Pennec X., Trouvé A., Thompson P., Ayache N.","Inferring brain variability from diffeomorphic deformations of currents: An integrative approach",2008,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749106113&doi=10.1016%2fj.media.2008.06.010&partnerID=40&md5=093e6214391c2d35ee9cde0d038e13f5","National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources

Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Riklin-Raviv T., Van Leemput K., Menze B.H., Wells W.M., Golland P.","Segmentation of image ensembles via latent atlases",2010,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954621951&doi=10.1016%2fj.media.2010.05.004&partnerID=40&md5=c46b8407e0781feb50e7655b4d6dc6e7","National Science Foundation

National Institutes of Health

National Institute of Neurological Disorders and Stroke

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources

Academy of Finland","Final"
"Harchaoui Z., Juditsky A., Nemirovski A.","Conditional gradient algorithms for norm-regularized smooth convex optimization",2015,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937974079&doi=10.1007%2fs10107-014-0778-9&partnerID=40&md5=3d2ebc3d74d1b7222dff799a1ea8dbca","National Science Foundation","Final"
"Pirracchio R., Petersen M.L., Van Der Laan M.","Improving propensity score estimators' robustness to model misspecification using Super Learner",2015,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925282729&doi=10.1093%2faje%2fkwu253&partnerID=40&md5=1605bd5a1208dc8b2417eb77c09319a1","National Institutes of Health

Foundation for the National Institutes of Health

National Institute of Allergy and Infectious Diseases

Duke University

Fulbright Foundation in Greece","Final"
"Rapaport F., Barillot E., Vert J.-P.","Classification of arrayCGH data using fused SVM",2008,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46249091578&doi=10.1093%2fbioinformatics%2fbtn188&partnerID=40&md5=98002c6a9d4b579a5925b306e6722fbd","Australian Carbon Innovation

European Commission","Final"
"Temal L., Dojat M., Kassel G., Gibaud B.","Towards an ontology for sharing medical images and regions of interest in neuroimaging",2008,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949097584&doi=10.1016%2fj.jbi.2008.03.002&partnerID=40&md5=9fa3057e3bf3464be8316a7c769a6a1d","National Institutes of Health","Final"
"Mengistu H., Huizinga J., Mouret J.-B., Clune J.","The Evolutionary Origins of Hierarchy",2016,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978877995&doi=10.1371%2fjournal.pcbi.1004829&partnerID=40&md5=e9e79ccbfef6ef6dcfe137bbe0432869","Horizon 2020 Framework Programme","Final"
"Amor B.B., Drira H., Berretti S., Daoudi M., Srivastava A.","4-D facial expression recognition by learning geometric deformations",2014,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911885985&doi=10.1109%2fTCYB.2014.2308091&partnerID=40&md5=98b702c9bde43473418165193f75d1a6","National Science Foundation","Final"
"Jabiol J., Corbara B., Dejean A., Céréghino R.","Structure of aquatic insect communities in tank-bromeliads in a East-Amazonian rainforest in French Guiana",2009,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449083401&doi=10.1016%2fj.foreco.2008.09.010&partnerID=40&md5=17e7261189c40ff45c2a4555bf8ac458","European Commission

Centre National de la Recherche Scientifique","Final"
"Bessière C., Meseguer P., Freuder E.C., Larrosa J.","On forward checking for non-binary constraint satisfaction",2002,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036784225&doi=10.1016%2fS0004-3702%2802%2900263-1&partnerID=40&md5=acdcb238e9cf62b140393fe58664a177","National Science Foundation

Science Foundation Ireland

Generalitat de Catalunya

Comisión Interministerial de Ciencia y Tecnología","Final"
"Dral P.O., Barbatti M., Thiel W.","Nonadiabatic Excited-State Dynamics with Machine Learning",2018,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053667029&doi=10.1021%2facs.jpclett.8b02469&partnerID=40&md5=55db6e1077c24babbeae745a25e68b55","Seventh Framework Programme

European Research Council","Final"
"Yazdani M., Zarate P., Coulibaly A., Zavadskas E.K.","A group decision making support system in logistics and supply chain management",2017,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024856023&doi=10.1016%2fj.eswa.2017.07.014&partnerID=40&md5=84393eb83dae0a33bda4ff0260b897f9","Horizon 2020 Framework Programme","Final"
"Tolias G., Avrithis Y., Jégou H.","Image Search with Selective Match Kernels: Aggregation Across Single and Multiple Images",2016,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956703057&doi=10.1007%2fs11263-015-0810-4&partnerID=40&md5=8d8d7069ac6fe1d279e2b530f260dea7","Seventh Framework Programme

European Research Council

Agence Nationale de la Recherche","Final"
"Lamy J.-B., Sekar B., Guezennec G., Bouaud J., Séroussi B.","Explainable artificial intelligence for breast cancer: A visual case-based reasoning approach",2019,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060492700&doi=10.1016%2fj.artmed.2019.01.001&partnerID=40&md5=f0ad3acc1cee4f2d1f5412ba1aed9e92","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Soisson F., Becquart C.S., Castin N., Domain C., Malerba L., Vincent E.","Atomistic kinetic Monte Carlo studies of microchemical evolutions driven by diffusion processes under irradiation",2010,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957857571&doi=10.1016%2fj.jnucmat.2010.05.018&partnerID=40&md5=8c7183cb52b7fc8ab1a4ecb663be1910","European Commission","Final"
"Si H.Z., Wang T., Zhang K.J., Hu Z.D., Fan B.T.","QSAR study of 1,4-dihydropyridine calcium channel antagonists based on gene expression programming",2006,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646861609&doi=10.1016%2fj.bmc.2006.03.019&partnerID=40&md5=9e4dd1382f4bd1a66352130e1d09ddfb","National Natural Science Foundation of China","Final"
"Faundez-Zanuy M., Hussain A., Mekyska J., Sesa-Nogueras E., Monte-Moreno E., Esposito A., Chetouani M., Garre-Olmo J., Abel A., Smekal Z., Lopez-de-Ipiña K.","Biometric Applications Related to Human Beings: There Is Life beyond Security",2013,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874556693&doi=10.1007%2fs12559-012-9169-9&partnerID=40&md5=a2edee0bfd813934c0c8d58b41f956f7","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Brun O., Wang L., Gelenbe E.","Big Data for Autonomic Intercontinental Overlays",2016,45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963742347&doi=10.1109%2fJSAC.2016.2525518&partnerID=40&md5=7172edbfd8868f4ac2ffa021cd675512","Seventh Framework Programme","Final"
"Sznitman R., Jedynak B.","Active testing for face detection and localization",2010,45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956064399&doi=10.1109%2fTPAMI.2010.106&partnerID=40&md5=f8a6108a0ef157e6101f9bc60a51804d","National Institute of Biomedical Imaging and Bioengineering","Final"
"Gribonval R., Jenatton R., Bach F.","Sparse and Spurious: Dictionary Learning With Noise and Outliers",2015,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959441165&doi=10.1109%2fTIT.2015.2472522&partnerID=40&md5=06174c53e9618e7b3d8b7a3a407a5775","Seventh Framework Programme

European Research Council","Final"
"Karchin R., Monteiro A.N.A., Tavtigian S.V., Carvalho M.A., Sali A.","Functional impact of missense variants in BRCA1 predicted by supervised learning",2007,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847252874&doi=10.1371%2fjournal.pcbi.0030026&partnerID=40&md5=cba0ade00c2096c0dee79aa9133bdf0b","National Cancer Institute

National Institute of General Medical Sciences","Final"
"Germond L., Dojat M., Taylor C., Garbay C.","A cooperative framework for segmentation of MRI brain scans",2000,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343517060&doi=10.1016%2fS0933-3657%2800%2900054-3&partnerID=40&md5=5613526a4e34f50a6eb50b1b87224d6f","European Commission","Final"
"Taylor T., Bedau M., Channon A., Ackley D., Banzhaf W., Beslon G., Dolson E., Froese T., Hickinbotham S., Ikegami T., McMullin B., Packard N., Rasmussen S., Virgo N., Agmon E., Clark E., McGregor S., Ofria C., Ropella G., Spector L., Stanley K.O., Stanton A., Timperley C., Vostinar A., Wiser M.","Open-Ended Evolution: Perspectives from the OEE Workshop in York",2016,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982273745&doi=10.1162%2fARTL_a_00210&partnerID=40&md5=7ee529bed04cfa26c9060ca7b8af6045","Seventh Framework Programme","Final"
"Hermanns H., Parma A., Segala R., Wachter B., Zhang L.","Probabilistic logical characterization",2011,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650408032&doi=10.1016%2fj.ic.2010.11.024&partnerID=40&md5=e9d03bf0ddf4123c025fb40618d138c8","Seventh Framework Programme

Deutsche Forschungsgemeinschaft

Seventh Framework Programme","Final"
"Schürmann C., Despeyroux J., Pfenning F.","Primitive recursion for higher-order abstract syntax",2001,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035817921&doi=10.1016%2fS0304-3975%2800%2900418-7&partnerID=40&md5=ebfb5cfc00c497abd1964e1df8fddf48","National Science Foundation","Final"
"Gueth P., Dauvergne D., Freud N., Létang J.M., Ray C., Testa E., Sarrut D.","Machine learning-based patient specific prompt-gamma dose monitoring in proton therapy",2013,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879495172&doi=10.1088%2f0031-9155%2f58%2f13%2f4563&partnerID=40&md5=88b0a4a3984ba70f88544ecad88f1775","Seventh Framework Programme","Final"
"Krouk G., Lingeman J., Colon A.M., Coruzzi G., Shasha D.","Gene regulatory networks in plants: Learning causality from time and perturbation",2013,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883795281&doi=10.1186%2fgb-2013-14-6-123&partnerID=40&md5=3ac4e70bab93c5db4acb19d90bdb60e9","National Science Foundation

National Institute of General Medical Sciences

National Sleep Foundation

PepsiCo

U.S. Army Materiel Command

College of Natural Resources and Sciences, Humboldt State University

Centre National de la Recherche Scientifique","Final"
"Molnár C., Kaplan F., Roy P., Pachet F., Pongrácz P., Dóka A., Miklósi Á.","Classification of dog barks: A machine learning approach",2008,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46549090030&doi=10.1007%2fs10071-007-0129-9&partnerID=40&md5=cf2a1bf0f5ce6bec6dd9588245bd7b23","National Science Foundation

Hungarian Scientific Research Fund","Final"
"Le Guyader C., Vese L.A.","Self-repelling snakes for topology-preserving segmentation models",2008,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649118810&doi=10.1109%2fTIP.2008.919951&partnerID=40&md5=cc5f04cacae239a22aed22f67fcef34b","National Science Foundation

National Institutes of Health

National Center for Research Resources

Alfred P. Sloan Foundation","Final"
"Leger J.B., Iung B., Ferro De Beca A., Pinoteau J.","Innovative approach for new distributed maintenance system: Application to hydro power plants of the REMAFEX project",1999,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032654782&doi=10.1016%2fS0166-3615%2898%2900114-6&partnerID=40&md5=af20edb11f10a85c6feae564ccf9322c","European Commission","Final"
"Liu Z., Shao J., Xu W., Chen H., Zhang Y.","An extreme learning machine approach for slope stability evaluation and prediction",2014,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905387803&doi=10.1007%2fs11069-014-1106-7&partnerID=40&md5=14c78d0183d8c7fa9448bb17a9d01b81","National Natural Science Foundation of China","Final"
"Hanczar B., Dougherty E.R.","Classification with reject option in gene expression data",2008,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549092767&doi=10.1093%2fbioinformatics%2fbtn349&partnerID=40&md5=a6109d709621585318e4cc97d943ae89","National Science Foundation

Ministère des Affaires Sociales et de la Santé","Final"
"Monaci G., Jost P., Vandergheynst P., Mailhé B., Lesage S., Gribonval R.","Learning multimodal dictionaries",2007,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548231808&doi=10.1109%2fTIP.2007.901813&partnerID=40&md5=22f8956a9a7fc10b200676e3658bb943","European Commission

Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","Final"
"Fouilloy A., Voyant C., Notton G., Motte F., Paoli C., Nivet M.-L., Guillot E., Duchaud J.-L.","Solar irradiation prediction with machine learning: Forecasting models selection method depending on weather variability",2018,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054695177&doi=10.1016%2fj.energy.2018.09.116&partnerID=40&md5=ffc387d9733b0fd0d5e3dcae55ba9b0d","College of Natural Resources and Sciences, Humboldt State University

Horizon 2020","Final"
"Alberdi A., Weakley A., Schmitter-Edgecombe M., Cook D.J., Aztiria A., Basarab A., Barrenechea M.","Smart Home-Based Prediction of Multidomain Symptoms Related to Alzheimer's Disease",2018,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040998009&doi=10.1109%2fJBHI.2018.2798062&partnerID=40&md5=92b1187a51ac31fb9a567e970dfb5c22","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering","Final"
"Mitra J., Kato Z., Martí R., Oliver A., Lladó X., Sidibé D., Ghose S., Vilanova J.C., Comet J., Meriaudeau F.","A spline-based non-linear diffeomorphism for multimodal prostate registration",2012,36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866118888&doi=10.1016%2fj.media.2012.04.006&partnerID=40&md5=315bca03aa8a30cfac94f7278e147245","National Institutes of Health

European Commission

Hungarian Scientific Research Fund

European Regional Development Fund

Conseil régional de Bourgogne-Franche-Comté","Final"
"Pedro H.T.C., Coimbra C.F.M., David M., Lauret P.","Assessment of machine learning techniques for deterministic and probabilistic intra-hour solar forecasts",2018,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042195669&doi=10.1016%2fj.renene.2018.02.006&partnerID=40&md5=d76491fb95fa93f7e44b0cd6effef4e7","California Energy Commission

European Regional Development Fund","Final"
"Nair S.S., French R.M., Laroche D., Thomas E.","The application of machine learning algorithms to the analysis of electromyographic patterns from arthritic patients",2010,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951905386&doi=10.1109%2fTNSRE.2009.2032638&partnerID=40&md5=f28f266338a7ab77cf57eb93d8e2ba47","European Commission

Institut National de la Santé et de la Recherche Médicale

Chung Hua University

Conseil régional de Bourgogne-Franche-Comté","Final"
"Saleem Y., Yau K.-L.A., Mohamad H., Ramli N., Rehmani M.H., Ni Q.","Clustering and Reinforcement-Learning-Based Routing for Cognitive Radio Networks",2017,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028773612&doi=10.1109%2fMWC.2017.1600117&partnerID=40&md5=22a1bfabe309defd3a6d9cb4c35bf819","Engineering and Physical Sciences Research Council

Seventh Framework Programme","Final"
"Kruppa J., Liu Y., Biau G., Kohler M., König I.R., Malley J.D., Ziegler A.","Probability estimation with machine learning methods for dichotomous and multicategory outcome: Theory",2014,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903648854&doi=10.1002%2fbimj.201300068&partnerID=40&md5=6429fc1a41d20835dfd9cc18a7d23e31","National Cancer Institute","Final"
"Rothganger F., Lazebnik S., Schmid C., Ponce J.","Segmenting, modeling, and matching video clips containing multiple moving objects",2007,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847419180&doi=10.1109%2fTPAMI.2007.57&partnerID=40&md5=2d729e177a019d6558f32dfa42bde10d","National Science Foundation

University of Illinois at Urbana-Champaign

Institut national de recherche en informatique et en automatique (INRIA)

Centre National de la Recherche Scientifique","Final"
"Stratigopoulos H.-G., Drineas P., Slamani M., Makris Y.","RF specification test compaction using learning machines",2010,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952957285&doi=10.1109%2fTVLSI.2009.2017196&partnerID=40&md5=ec1d948f8d53b5de8af9015ecff50d8c","National Science Foundation

Semiconductor Research Corporation","Final"
"Mazurie A., Bonchev D., Schwikowski B., Buck G.A.","Evolution of metabolic network organization",2010,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951957267&doi=10.1186%2f1752-0509-4-59&partnerID=40&md5=c130695c5ef01d9c87a8e3b7bcbb1c09","National Institute of Allergy and Infectious Diseases","Final"
"Duchesnay E., Cachia A., Roche A., Rivière D., Cointepas Y., Papadopoulos-Orfanos D., Zilbovicius M., Martinot J.-L., Régis J., Mangin J.-F.","Classification based on cortical folding patterns",2007,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047099795&doi=10.1109%2fTMI.2007.892501&partnerID=40&md5=546b8b62d0917b63c50e5593c5853c4e","European Commission

Agence Nationale de la Recherche","Final"
"Lee L.C., Horn F., Cohen F.E.","Automatic extraction of protein point mutations using a graph bigram association",2007,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847290800&doi=10.1371%2fjournal.pcbi.0030016&partnerID=40&md5=a53e7aa1a76dee1a59883812e3c470d8","U.S. National Library of Medicine","Final"
"Darwiche A., Marquis P.","Compiling propositional weighted bases",2004,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942691592&doi=10.1016%2fj.artint.2004.04.005&partnerID=40&md5=90a82b54748eaaf7d2f54de7bf391a61","National Science Foundation

Multidisciplinary University Research Initiative

European Regional Development Fund","Final"
"Joseph R., Courbin F., Metcalf R.B., Giocoli C., Hartley P., Jackson N., Bellagamba F., Kneib J.-P., Koopmans L., Lemson G., Meneghetti M., Meylan G., Petkova M., Pires S.","A PCA-based automated finder for galaxy-scale strong lenses",2014,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902449759&doi=10.1051%2f0004-6361%2f201423365&partnerID=40&md5=0e54ab763ee7af0d7bca97f5b569ccde","Seventh Framework Programme

Science and Technology Facilities Council

Schweizerischer Nationalfonds zur F&#x00F6;rderung der Wissenschaftlichen Forschung","Final"
"Qiu J., Hue M., Ben-Hur A., Vert J.-P., Noble W.S.","A structural alignment kernel for protein structures",2007,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249855107&doi=10.1093%2fbioinformatics%2fbtl642&partnerID=40&md5=f3087a68eaeb14beb87e0b43459c5d87","National Institutes of Health

National Human Genome Research Institute

National Center for Research Resources","Final"
"Ferecatu M., Geman D.","A statistical framework for image category search from a mental picture",2009,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549145185&doi=10.1109%2fTPAMI.2008.259&partnerID=40&md5=2b0c0a2b4bfa4c0ff0291a4e0bb9c988","National Science Foundation

Office of Naval Research","Final"
"VanRullen R.","Perception science in the age of deep neural networks",2017,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014025253&doi=10.3389%2ffpsyg.2017.00142&partnerID=40&md5=4328e28699d26aa793afd3f1811f4e71","Seventh Framework Programme","Final"
"Zodiatis G., De Dominicis M., Perivoliotis L., Radhakrishnan H., Georgoudis E., Sotillo M., Lardner R.W., Krokos G., Bruciaferri D., Clementi E., Guarnieri A., Ribotti A., Drago A., Bourma E., Padorno E., Daniel P., Gonzalez G., Chazot C., Gouriou V., Kremer X., Sofianos S., Tintore J., Garreau P., Pinardi N., Coppini G., Lecci R., Pisano A., Sorgente R., Fazioli L., Soloviev D., Stylianou S., Nikolaidis A., Panayidou X., Karaolia A., Gauci A., Marcati A., Caiazzo L., Mancini M.","The Mediterranean Decision Support System for Marine Safety dedicated to oil slicks predictions",2016,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994837786&doi=10.1016%2fj.dsr2.2016.07.014&partnerID=40&md5=1a5d4bb746e110e2557be834ca005577","Horizon 2020 Framework Programme

Seventh Framework Programme

Natural Environment Research Council

European Regional Development Fund","Final"
"Bach F.","Duality between subgradient and conditional gradient methods",2015,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925446322&doi=10.1137%2f130941961&partnerID=40&md5=61fe1cdf5805e92ea8ded84deec458ee","Seventh Framework Programme","Final"
"Schillings C., Wanderer T., Cameron L., van der Wal J.T., Jacquemin J., Veum K.","A decision support system for assessing offshore wind energy potential in the North Sea",2012,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865590669&doi=10.1016%2fj.enpol.2012.06.056&partnerID=40&md5=c3b4db6ef79c006ba8b18376b7aaea74","European Commission","Final"
"Lauber J., Guerra T.M., Dambrine M.","Air-fuel ratio control in a gasoline engine",2011,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649471294&doi=10.1080%2f00207720902957236&partnerID=40&md5=1ad5e58d0fa0008d801d1612d6758a3b","European Regional Development Fund","Final"
"Hadria R., Duchemin B., Baup F., Le Toan T., Bouvet A., Dedieu G., Le Page M.","Combined use of optical and radar satellite data for the detection of tillage and irrigation operations: Case study in Central Morocco",2009,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949130096&doi=10.1016%2fj.agwat.2009.02.010&partnerID=40&md5=acb6d32147e1ce5cf155bfedff5316c7","European Commission

Centre National de la Recherche Scientifique","Final"
"Saigo H., Vert J.-P., Akutsu T.","Optimizing amino acid substitution matrices with a local alignment kernel",2006,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746329568&doi=10.1186%2f1471-2105-7-246&partnerID=40&md5=0937d895dc1f9c2638308377e210bb1e","National Human Genome Research Institute","Final"
"Cayirci E., Garaga A., Santana de Oliveira A., Roudier Y.","A risk assessment model for selecting cloud service providers",2016,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006094577&doi=10.1186%2fs13677-016-0064-x&partnerID=40&md5=e88b6552c91f3f16342254aabc842e89","Seventh Framework Programme","Final"
"Del Pilar Salas-Zárate M., López-López E., Valencia-García R., Aussenac-Gilles N., Almela Á., Alor-Hernández G.","A study on LIWC categories for opinion mining in Spanish reviews",2014,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916631148&doi=10.1177%2f0165551514547842&partnerID=40&md5=b3017df893176214d4b9b0145d208e8f","European Commission

Consejo Nacional de Ciencia y Tecnología

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Djurabekova F.G., Domingos R., Cerchiara G., Castin N., Vincent E., Malerba L.","Artificial intelligence applied to atomistic kinetic Monte Carlo simulations in Fe-Cu alloys",2007,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846906178&doi=10.1016%2fj.nimb.2006.11.039&partnerID=40&md5=c2c8e290fb9c8f448e485ac08ecb2d1b","European Commission

Belgian Federal Science Policy Office","Final"
"Zheng Y., Shadloo M.S., Nasiri H., Maleki A., Karimipour A., Tlili I.","Prediction of viscosity of biodiesel blends using various artificial model and comparison with empirical correlations",2020,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080142484&doi=10.1016%2fj.renene.2020.02.087&partnerID=40&md5=6175fab8ed4f0a205b7cd872e1c5dcdc","National Natural Science Foundation of China","Final"
"Huang Y., Gutterman C.L., Samadi P., Cho P.B., Samoud W., Ware C., Lourdiane M., Zussman G., Bergman K.","Dynamic mitigation of EDFA power excursions with machine learning",2017,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011672498&doi=10.1364%2fOE.25.002245&partnerID=40&md5=2bcd7b6309ce4d0cb9d314ca14a7eeb7","National Science Foundation

U.S. Department of Energy

Advanced Scientific Computing Research","Final"
"Douali N., Csaba H., De Roo J., Papageorgiou E.I., Jaulent M.-C.","Diagnosis Support System based on clinical guidelines: Comparison between case-based fuzzy cognitive maps and bayesian networks",2014,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887826026&doi=10.1016%2fj.cmpb.2013.09.012&partnerID=40&md5=212316e3b6a0115c573bba4cd210351d","Seventh Framework Programme","Final"
